Player Name,Instant Price,Rating,Club,Position,Nation,League,Skills,Weak Foot,Preferred Foot,Height,Weight,Revision,Defensive Workrate,Attacking Workrate,Added On,Origin,Games PS4,Games Xbox 1,Total Games,Goals Avr. PS4,Goals Avr. Xbox 1,Assists Avr. PS4,Assists Avr. Xbox 1,Yellow Avr. PS4,Yellow Avr. Xbox 1,Red Avr. PS4,Red Avr. Xbox 1,Date of Birth
Castro,800,73,Sporting Gijón,ST,Spain,LaLiga Santander ,3 ,3 ,Left ,177,68 ,Normal,Med,High,2016-09-21,N\A,755,298,1053,0.32,0.28,0.19,0.11,0.01,0,0,0,01-06-1995
Vallejo,850,73,Eint. Frankfurt,CB,Spain,Bundesliga,2 ,3 ,Right ,183,74 ,Normal,High,Low,2016-09-21,N\A,"10,806","4,015",14821,0.02,0.01,0.01,0.01,0.08,0.08,0.02,0.01,05-01-1997
Gedoz,850,73,Club Brugge,RW,Brazil,Pro League,3 ,3 ,Right ,177,79 ,Normal,Med,High,2016-09-21,N\A,"1,590",684,2274,0.21,0.21,0.21,0.2,0.01,0.02,0,0,12-07-1993
Ibargüen,450,73,Atl. Nacional,LW,Colombia,Liga Dimayor,4 ,3 ,Right ,168,64 ,Normal,Med,High,2016-09-21,N\A,341,592,933,0.15,0.15,0.19,0.17,0.02,0.01,0,0,07-05-1992
Kahveci,0,73,Gençlerbirliği,CAM,Turkey,Süper Lig,4 ,4 ,Left ,175,67 ,Normal,Med,High,2016-09-21,N\A,439,189,628,0.23,0.13,0.17,0.23,0.03,0.02,0,0,15-07-1995
Lekue,1000,73,Athletic Bilbao,LB,Spain,LaLiga Santander ,2 ,3 ,Right ,180,72 ,Normal,Med,High,2016-09-21,N\A,"1,348",365,1713,0.02,0,0.04,0.04,0.04,0.04,0.01,0.02,04-05-1993
Mayada,1200,73,River Plate,RM,Uruguay,Primera División,3 ,2 ,Right ,174,75 ,Normal,Med,High,2016-09-21,N\A,210,72,282,0.08,0.1,0.14,0.06,0.02,0.01,0.01,0,08-01-1991
Mina,2100,73,River Plate,CB,Ecuador,Primera División,2 ,3 ,Right ,189,89 ,Normal,Med,High,2016-09-21,N\A,"1,330",171,1501,0.02,0.02,0.02,0.01,0.11,0.11,0.02,0.02,19-10-1990
Kimpembe,2300,73,PSG,CB,France,Ligue 1,2 ,2 ,Left ,183,67 ,Normal,Med,Med,2016-09-21,N\A,"39,136","16,872",56008,0.01,0.01,0.01,0.01,0.08,0.08,0.02,0.01,13-08-1995
Marcos Llorente,2100,73,Deport. Alavés,CM,Spain,LaLiga Santander ,2 ,3 ,Right ,183,71 ,Normal,Med,Med,2016-09-21,N\A,749,303,1052,0.09,0.15,0.16,0.12,0.04,0.02,0,0,30-01-1995
Martínez,1700,73,River Plate,LM,Argentina,Primera División,4 ,2 ,Left ,172,75 ,Normal,Low,Med,2016-09-21,N\A,"1,732",427,2159,0.1,0.1,0.14,0.13,0.02,0.02,0,0,13-06-1993
Díaz,450,73,Huracán,GK,Argentina,Primera División,1 ,2 ,Right ,187,84 ,Normal,Med,Med,2016-09-21,N\A,213,168,381,0,0,0.01,0.01,0.01,0.01,0,0,05-02-1986
Espinoza,4000,73,Deport. Alavés,RM,Argentina,LaLiga Santander ,4 ,3 ,Right ,172,69 ,Normal,Low,Med,2016-09-21,N\A,994,441,1435,0.11,0.11,0.17,0.13,0.02,0.02,0,0,03-04-1995
Marega,0,73,Vit. Guimarães,ST,Mali,LIGA NOS,2 ,3 ,Right ,183,80 ,Normal,Med,High,2016-09-21,N\A,"4,781","1,172",5953,0.52,0.5,0.25,0.27,0.02,0.02,0,0,14-04-1991
Akyüz,2400,73,Adanaspor,GK,Turkey,Süper Lig,1 ,2 ,Right ,189,80 ,Normal,Med,Med,2016-09-21,N\A,108,54,162,0,0,0,0,0,0,0,0,02-10-1993
Tiago Mesquita,750,73,Boavista,RB,Portugal,LIGA NOS,2 ,2 ,Right ,180,74 ,Normal,Med,Med,2016-09-21,N\A,591,211,802,0.01,0.01,0.03,0.03,0.03,0.03,0.01,0,23-11-1990
Montes,1400,73,Monterrey,CB,Mexico,LIGA Bancomer MX,2 ,3 ,Right ,193,76 ,Normal,Med,Med,2016-09-21,N\A,"1,892","3,259",5151,0.02,0.02,0.02,0.01,0.1,0.08,0.02,0.01,24-02-1997
Ninga,16000,73,Montpellier HSC,ST,Chad,Ligue 1,3 ,3 ,Right ,184,75 ,Normal,Med,High,2016-09-21,N\A,"5,082","2,440",7522,0.52,0.59,0.27,0.31,0.02,0.02,0,0,17-05-1993
Higashiguchi,1200,73,Gamba Osaka,GK,Japan,Meiji Yasuda J1,1 ,3 ,Right ,184,78 ,Normal,Med,Med,2016-09-21,N\A,"2,406","1,152",3558,0,0,0,0,0,0,0,0,12-05-1986
Shiotani,600,73,S-Hiroshima,CB,Japan,Meiji Yasuda J1,2 ,2 ,Right ,182,80 ,Normal,High,High,2016-09-21,N\A,872,446,1318,0.02,0.01,0.01,0.01,0.05,0.05,0.01,0.01,05-12-1988
Brivio,2000,73,Genoa,LB,Italy,Calcio A,2 ,3 ,Left ,185,82 ,Normal,Med,High,2016-09-21,N\A,495,211,706,0.03,0.02,0.02,0.03,0.04,0.02,0.01,0,17-03-1988
Renzetti,500,73,Cesena,LB,Italy,Calcio B,2 ,4 ,Left ,174,65 ,Normal,High,High,2016-09-21,N\A,142,84,226,0.04,0.05,0.06,0.07,0.03,0,0,0,22-01-1988
Crisetig,7700,73,Crotone,CM,Italy,Calcio A,3 ,3 ,Left ,183,80 ,Normal,Med,Med,2016-09-21,N\A,772,252,1024,0.11,0.12,0.17,0.14,0.02,0.05,0,0,20-01-1993
Rowe,25750,73,New England,CM,United States,MLS,3 ,4 ,Right ,173,70 ,IF,Med,Med,2016-09-21,TOTW1,"5,314","3,812",9126,0.12,0.11,0.14,0.15,0.03,0.02,0,0,02-12-1991
Ishizaki,450,72,AIK Fotboll,RM,Sweden,Allsvenskan,3 ,3 ,Right ,180,76 ,Normal,Med,Med,2016-09-21,N\A,159,96,255,0.14,0.15,0.16,0.1,0.01,0.02,0,0,15-05-1982
Rúben Fernandes,650,72,Sint-Truidense,CB,Portugal,Pro League,2 ,3 ,Left ,185,78 ,Normal,Med,Med,2016-09-21,N\A,257,108,365,0,0.01,0.01,0,0.1,0.05,0.01,0,06-05-1986
Isaksson,950,72,Djurgårdens IF,GK,Sweden,Allsvenskan,1 ,2 ,Right ,196,77 ,Normal,Med,Med,2016-09-21,N\A,"1,646",432,2078,0.01,0.01,0,0,0,0,0,0,03-10-1981
Beasley,1900,72,Houston Dynamo,LB,United States,MLS,2 ,4 ,Left ,172,68 ,Normal,Med,High,2016-09-21,N\A,"42,845","25,362",68207,0.01,0.01,0.03,0.03,0.04,0.03,0.01,0.01,24-05-1982
Cheyrou,650,72,Toronto FC,CDM,France,MLS,2 ,3 ,Left ,182,78 ,Normal,Med,Med,2016-09-21,N\A,"1,533",843,2376,0.06,0.06,0.1,0.1,0.02,0.03,0,0,03-05-1981
Pedretti,7000,72,AS Nancy,CDM,France,Ligue 1,2 ,4 ,Right ,178,72 ,Normal,Med,Med,2016-09-21,N\A,293,98,391,0.08,0.09,0.1,0.13,0.03,0.03,0,0,12-11-1980
Johansson,350,72,AIK Fotboll,CB,Sweden,Allsvenskan,2 ,2 ,Left ,187,88 ,Normal,High,Med,2016-09-21,N\A,16,30,46,0,0.03,0.06,0.07,0,0,0,0,13-01-1980
Cacia,350,72,Ascoli,ST,Italy,Calcio B,2 ,3 ,Right ,182,74 ,Normal,Low,High,2016-09-21,N\A,203,78,281,0.54,0.54,0.45,0.44,0.03,0.03,0.01,0,23-08-1983
Schäfer,350,72,1. FC Nuremberg,GK,Germany,Bundesliga 2,1 ,2 ,Left ,190,94 ,Normal,Med,Med,2016-09-21,N\A,604,305,909,0,0.01,0,0.02,0,0,0,0,30-01-1979
Poulsen,200,72,FC Midtjylland,CM,Denmark,Alka Superliga,2 ,4 ,Right ,181,74 ,Normal,Med,High,2016-09-21,N\A,321,29,350,0.16,0.07,0.13,0.17,0.03,0,0.01,0,07-07-1983
Senderos,1200,72,Rangers,CB,Switzerland,Scottish Prem,2 ,2 ,Right ,190,84 ,Normal,Med,Low,2016-09-21,N\A,"1,310",803,2113,0.02,0.02,0.01,0.01,0.11,0.13,0.02,0.03,14-02-1985
Bent,350,72,Derby County,ST,England,EFL Championship,3 ,3 ,Right ,180,73 ,Normal,Low,Low,2016-09-21,N\A,551,649,1200,0.56,0.5,0.32,0.22,0.02,0.03,0,0,06-02-1984
Palombo,700,72,Sampdoria,CM,Italy,Calcio A,2 ,3 ,Right ,177,77 ,Normal,Med,Med,2016-09-21,N\A,162,121,283,0.11,0.05,0.14,0.11,0.01,0.04,0,0,25-09-1981
Madlung,850,72,F. Düsseldorf,CB,Germany,Bundesliga 2,2 ,2 ,Right ,193,92 ,Normal,Med,Med,2016-09-21,N\A,175,38,213,0.02,0,0.01,0.03,0.06,0.05,0,0,11-07-1982
Commons,950,72,Celtic,CAM,Scotland,Scottish Prem,3 ,4 ,Left ,168,64 ,Normal,Low,Med,2016-09-21,N\A,457,841,1298,0.21,0.17,0.2,0.25,0.03,0.03,0,0,30-08-1983
Pegolo,1200,72,Sassuolo,GK,Italy,Calcio A,1 ,1 ,Left ,183,76 ,Normal,Med,Med,2016-09-21,N\A,101,107,208,0.02,0,0,0,0,0,0,0,25-03-1981
Dorado,700,72,Rayo Vallecano,CB,Spain,Liga Adelante,2 ,3 ,Left ,180,70 ,Normal,Med,Med,2016-09-21,N\A,346,114,460,0.02,0,0,0.01,0.05,0.08,0.01,0.02,10-07-1982
Duda,1500,72,Málaga CF,CAM,Portugal,LaLiga Santander ,3 ,3 ,Left ,175,71 ,Normal,High,Med,2016-09-21,N\A,827,472,1299,0.1,0.07,0.09,0.12,0.01,0.02,0,0,27-06-1980
Jones,6500,72,Colorado Rapids,CAM,United States,MLS,2 ,4 ,Right ,184,78 ,Normal,Med,High,2016-09-21,N\A,"13,400","7,572",20972,0.14,0.12,0.17,0.15,0.04,0.04,0,0,03-11-1981
Bermúdez,1000,72,Puebla,LM,Mexico,LIGA Bancomer MX,3 ,4 ,Right ,160,61 ,Normal,Low,High,2016-09-21,N\A,586,312,898,0.1,0.12,0.12,0.1,0.02,0.03,0,0,26-04-1987
Pionnier,400,72,Montpellier HSC,GK,France,Ligue 1,1 ,3 ,Right ,183,77 ,Normal,Med,Med,2016-09-21,N\A,221,211,432,0.02,0,0,0.01,0.01,0,0,0,24-05-1982
Coltorti,450,72,RB Leipzig,GK,Switzerland,Bundesliga,1 ,3 ,Right ,197,95 ,Normal,Med,Med,2016-09-21,N\A,462,303,765,0,0,0,0,0.01,0,0,0,03-12-1980
Süme,1000,72,Gaziantepspor,CB,Turkey,Süper Lig,2 ,2 ,Right ,184,76 ,Normal,High,Low,2016-09-21,N\A,28,7,35,0,0,0,0,0.04,0,0,0,13-08-1983
Agazzi,200,72,Cesena,GK,Italy,Calcio B,1 ,2 ,Right ,190,80 ,Normal,Med,Med,2016-09-21,N\A,295,169,464,0,0.02,0,0,0,0,0,0,03-07-1984
Campagnaro,1500,72,Pescara,CB,Argentina,Calcio A,2 ,3 ,Right ,181,85 ,Normal,High,High,2016-09-21,N\A,773,381,1154,0.01,0.02,0.01,0.01,0.05,0.04,0,0,27-06-1980
Mantovani,300,72,Novara,CB,Italy,Calcio B,2 ,3 ,Left ,185,77 ,Normal,Med,Med,2016-09-21,N\A,117,78,195,0.03,0.01,0.01,0,0.03,0.13,0,0.01,22-06-1984
Daems,850,72,KVC Westerlo,CB,Belgium,Pro League,2 ,3 ,Left ,182,79 ,Normal,Med,Med,2016-09-21,N\A,96,55,151,0.02,0.04,0,0.02,0.02,0.07,0.01,0,31-10-1978
Arikan,350,72,Osmanlıspor,GK,Turkey,Süper Lig,1 ,2 ,Right ,196,86 ,Normal,Med,Med,2016-09-21,N\A,170,84,254,0,0.02,0,0,0,0,0,0,17-08-1982
Andersen,700,72,FC København,GK,Denmark,Alka Superliga,1 ,2 ,Right ,188,82 ,Normal,Med,Med,2016-09-21,N\A,571,126,697,0.01,0,0,0,0,0,0,0,26-11-1981
Yüce,750,72,Bursaspor,CDM,Turkey,Süper Lig,3 ,3 ,Right ,192,84 ,Normal,Med,Low,2016-09-21,N\A,51,10,61,0.1,0,0.2,0.4,0.04,0.3,0,0.1,18-02-1985
Brown,3400,72,Celtic,CDM,Scotland,Scottish Prem,3 ,3 ,Right ,175,74 ,Normal,Med,Med,2016-09-21,N\A,678,"4,338",5016,0.12,0.08,0.15,0.12,0.03,0.06,0,0.01,25-06-1985
Zimling,400,72,1. FSV Mainz 05,CM,Denmark,Bundesliga,2 ,3 ,Right ,178,74 ,Normal,Med,Med,2016-09-21,N\A,970,354,1324,0.1,0.07,0.17,0.12,0.03,0.02,0,0,19-04-1985
Liendl,500,72,1860 Munich,CAM,Austria,Bundesliga 2,3 ,3 ,Left ,175,74 ,Normal,Med,High,2016-09-21,N\A,325,146,471,0.29,0.29,0.19,0.28,0.03,0.01,0,0,25-10-1985
Sørensen,200,72,Melbourne City,GK,Denmark,Hyundai A-League,1 ,3 ,Right ,195,89 ,Normal,Med,Med,2016-09-21,N\A,75,31,106,0,0,0,0,0,0.03,0,0,12-06-1976
Luís Alberto,3200,72,Chaves,CDM,Brazil,LIGA NOS,2 ,3 ,Right ,183,78 ,Normal,High,Med,2016-09-21,N\A,115,88,203,0.08,0.11,0.06,0.19,0.03,0.05,0,0,17-11-1983
Kim Do Heon,350,72,Seongnam FC,CAM,Korea Republic,K LEAGUE Classic,3 ,5 ,Right ,175,66 ,Normal,Low,High,2016-09-21,N\A,287,114,401,0.21,0.16,0.19,0.22,0.02,0.05,0.02,0.01,14-07-1982
Lepoint,4300,72,Zulte-Waregem,CDM,Belgium,Pro League,2 ,3 ,Right ,188,83 ,Normal,High,High,2016-09-21,N\A,180,82,262,0.11,0.02,0.17,0.01,0.04,0.01,0.01,0,24-10-1984
Migliaccio,3600,72,Atalanta,CM,Italy,Calcio A,2 ,3 ,Right ,180,81 ,Normal,High,Med,2016-09-21,N\A,713,319,1032,0.1,0.09,0.14,0.14,0.04,0.04,0,0,23-06-1981
Kruiswijk,750,72,Vitesse,CB,Netherlands,Eredivisie,2 ,3 ,Left ,182,73 ,Normal,Med,Low,2016-09-21,N\A,151,31,182,0.02,0,0.01,0,0.06,0.16,0.01,0,02-11-1984
Benussi,450,72,Vicenza,GK,Italy,Calcio B,1 ,2 ,Right ,188,80 ,Normal,Med,Med,2016-09-21,N\A,480,180,660,0,0,0,0,0,0.01,0,0,15-10-1981
Jørgensen,200,72,Esbjerg fB,CM,Denmark,Alka Superliga,2 ,4 ,Right ,184,79 ,Normal,Med,Med,2016-09-21,N\A,53,19,72,0.21,0.21,0.19,0.26,0.02,0,0,0,09-05-1984
Turner,1000,72,Norwich City,CB,England,EFL Championship,2 ,2 ,Right ,193,90 ,Normal,Med,Low,2016-09-21,N\A,230,147,377,0.01,0.02,0.01,0.03,0.06,0.04,0.01,0.01,09-11-1983
Rozehnal,600,72,KV Oostende,CB,Czech Republic,Pro League,2 ,3 ,Right ,191,80 ,Normal,Med,Low,2016-09-21,N\A,6,1,7,0,0,0,0,0,0,0,0,05-07-1980
Amaya,200,72,Rayo Vallecano,CB,Spain,Liga Adelante,2 ,3 ,Right ,192,86 ,Normal,Med,Med,2016-09-21,N\A,304,58,362,0.01,0.03,0,0.02,0.04,0,0,0,31-05-1983
Erviti,350,72,Banfield,CAM,Argentina,Primera División,4 ,2 ,Left ,168,64 ,Normal,Med,High,2016-09-21,N\A,337,66,403,0.31,0.06,0.29,0.17,0.03,0,0,0,12-06-1980
Nugent,1000,72,Middlesbrough,ST,England,Premier League,3 ,3 ,Right ,180,81 ,Normal,Med,High,2016-09-21,N\A,"1,492",575,2067,0.52,0.53,0.26,0.33,0.03,0.02,0.01,0,02-05-1985
Silva,1000,72,Banfield,ST,Uruguay,Primera División,2 ,3 ,Right ,183,84 ,Normal,Low,Med,2016-09-21,N\A,148,36,184,0.44,0.11,0.19,0.03,0.04,0.03,0.01,0,09-12-1980
Marveaux,9700,72,Montpellier HSC,CDM,France,Ligue 1,2 ,3 ,Right ,179,72 ,Normal,Med,Med,2016-09-21,N\A,194,107,301,0.08,0.12,0.14,0.1,0.04,0.08,0,0,15-08-1982
Bossut,2500,72,Zulte-Waregem,GK,Belgium,Pro League,1 ,3 ,Right ,186,78 ,Normal,Med,Med,2016-09-21,N\A,317,23,340,0,0,0.01,0,0,0,0,0,11-08-1985
Braña,200,72,Estudiantes,CM,Argentina,Primera División,3 ,3 ,Right ,169,70 ,Normal,Med,Med,2016-09-21,N\A,325,92,417,0.09,0.13,0.14,0.13,0.04,0.03,0,0,07-03-1979
Papa,200,72,Tigre,LB,Argentina,Primera División,3 ,2 ,Left ,169,67 ,Normal,Med,High,2016-09-21,N\A,257,84,341,0.04,0.02,0.06,0.02,0.02,0.1,0,0,19-04-1982
Blanco,350,72,Colón,ST,Argentina,Primera División,3 ,3 ,Right ,179,75 ,Normal,Low,Med,2016-09-21,N\A,207,35,242,0.59,0.26,0.31,0.17,0.03,0.11,0,0.03,19-01-1983
Colotto,550,72,Quilmes,CB,Argentina,Primera División,2 ,3 ,Right ,184,83 ,Normal,Med,Med,2016-09-21,N\A,247,92,339,0.03,0,0,0.02,0.09,0.07,0.02,0,10-03-1981
Sahin,0,72,Gençlerbirliği,CDM,Turkey,Süper Lig,2 ,3 ,Right ,189,88 ,Normal,Med,Med,2016-09-21,N\A,104,8,112,0.1,0.25,0.11,0,0.04,0,0.01,0,30-01-1981
Schwegler,800,72,RB Salzburg,RB,Switzerland,O. Bundesliga,2 ,3 ,Right ,177,73 ,Normal,Med,High,2016-09-21,N\A,108,89,197,0.01,0.03,0.05,0.09,0.07,0.06,0.01,0,06-06-1984
Alvbåge,450,72,IFK Göteborg,GK,Sweden,Allsvenskan,1 ,2 ,Left ,187,88 ,Normal,Med,Med,2016-09-21,N\A,131,109,240,0,0,0.01,0,0,0,0,0,10-08-1982
Seoane,200,72,CD Lugo,CDM,Spain,Liga Adelante,2 ,3 ,Right ,179,75 ,Normal,High,High,2016-09-21,N\A,103,29,132,0.1,0.17,0.19,0.14,0.05,0.03,0,0,25-03-1983
Momo,1700,72,UD Las Palmas,LM,Spain,LaLiga Santander ,3 ,3 ,Left ,180,70 ,Normal,Med,Med,2016-09-21,N\A,247,149,396,0.16,0.06,0.15,0.09,0.04,0.03,0,0,15-07-1982
Vitolo,200,72,CD Tenerife,CDM,Spain,Liga Adelante,3 ,3 ,Right ,170,68 ,Normal,High,Med,2016-09-21,N\A,382,112,494,0.09,0.06,0.08,0.15,0.05,0.05,0,0.01,09-09-1983
Susaeta,550,72,Real Oviedo,RM,Spain,Liga Adelante,3 ,3 ,Right ,178,74 ,Normal,Med,Med,2016-09-21,N\A,147,146,293,0.06,0.1,0.11,0.14,0.09,0.04,0.02,0,11-12-1984
Corona,350,72,UD Almería,CM,Spain,Liga Adelante,3 ,4 ,Right ,175,69 ,Normal,Med,Med,2016-09-21,N\A,224,141,365,0.11,0.11,0.16,0.13,0.03,0.02,0.01,0.01,12-02-1981
Alonso,200,72,River Plate,ST,Uruguay,Primera División,2 ,3 ,Left ,180,78 ,Normal,High,Med,2016-09-21,N\A,169,23,192,0.31,0.17,0.23,0.35,0.01,0,0.01,0,10-04-1979
Torbinskiy,1000,72,FC Krasnodar,CM,Russia,Russian League,3 ,3 ,Left ,172,60 ,Normal,High,Med,2016-09-21,N\A,168,457,625,0.07,0.07,0.13,0.17,0.01,0.02,0,0,28-04-1984
Kieszek,200,72,Córdoba CF,GK,Poland,Liga Adelante,1 ,2 ,Right ,187,82 ,Normal,Med,Med,2016-09-21,N\A,67,55,122,0,0,0.02,0,0,0,0,0,16-04-1984
Wasilewski,1100,72,Leicester City,CB,Poland,Premier League,2 ,3 ,Right ,186,88 ,Normal,High,Med,2016-09-21,N\A,"1,898","1,215",3113,0.03,0.02,0.01,0.01,0.07,0.09,0.02,0.01,09-06-1980
Ruud,5000,72,ODD,RB,Norway,Tippeligaen,2 ,3 ,Right ,184,76 ,Normal,Med,High,2016-09-21,N\A,146,65,211,0.02,0.09,0.05,0.12,0.05,0.06,0.02,0.03,26-02-1984
Caligiuri,350,72,Greuther Fürth,CB,Germany,Bundesliga 2,2 ,3 ,Right ,180,75 ,Normal,Med,Low,2016-09-21,N\A,434,181,615,0.03,0.02,0.02,0.03,0.08,0.11,0.01,0.03,14-04-1984
Poulsen,1100,72,PSV,LB,Denmark,Eredivisie,2 ,2 ,Left ,184,76 ,Normal,Low,High,2016-09-21,N\A,491,251,742,0.01,0.02,0.05,0.02,0.05,0.04,0.01,0,07-10-1984
Johnson,850,72,Derby County,CM,England,EFL Championship,3 ,2 ,Left ,178,68 ,Normal,Med,Med,2016-09-21,N\A,"3,296","3,612",6908,0.14,0.14,0.16,0.15,0.04,0.05,0,0,28-04-1987
Konstantopoulos,450,72,Middlesbrough,GK,Greece,Premier League,1 ,3 ,Left ,193,90 ,Normal,Med,Med,2016-09-21,N\A,"2,538","1,827",4365,0,0.01,0,0,0,0,0,0,29-11-1978
Rosenior,200,72,Brighton,LB,England,EFL Championship,3 ,3 ,Right ,178,77 ,Normal,Med,Med,2016-09-21,N\A,122,524,646,0.03,0.02,0.03,0.05,0.04,0.04,0,0.01,09-07-1984
Goodson,850,72,SJ Earthquakes,CB,United States,MLS,2 ,3 ,Right ,192,82 ,Normal,High,Low,2016-09-21,N\A,418,321,739,0.01,0.01,0.01,0.01,0.07,0.05,0.01,0.01,17-05-1982
Nasuti,300,72,Vélez Sarsfield,CB,Argentina,Primera División,2 ,3 ,Right ,181,82 ,Normal,Med,Med,2016-09-21,N\A,149,94,243,0.03,0,0,0.01,0.03,0.05,0.01,0.01,06-09-1982
Montenegro,350,72,Huracán,CAM,Argentina,Primera División,4 ,4 ,Right ,173,71 ,Normal,Low,Med,2016-09-21,N\A,120,34,154,0.16,0.06,0.17,0.18,0.05,0,0,0,28-03-1979
Eikrem,600,72,Malmö FF,LM,Norway,Allsvenskan,3 ,4 ,Right ,184,69 ,Normal,Low,Low,2016-09-21,N\A,97,116,213,0.07,0.1,0.13,0.16,0.02,0.04,0,0.01,08-08-1990
Colman,350,72,Rosario Ctral. ,CM,Argentina,Primera División,3 ,3 ,Right ,175,72 ,Normal,Low,Med,2016-09-21,N\A,385,229,614,0.15,0.16,0.21,0.19,0.03,0.01,0,0,19-04-1985
Demidov,700,72,SK Brann,CB,Norway,Tippeligaen,2 ,3 ,Right ,185,80 ,Normal,Med,Med,2016-09-21,N\A,279,76,355,0.01,0.07,0.01,0.11,0.07,0.12,0.01,0.03,10-10-1986
Gaman,950,72,Karabükspor,CB,Romania,Süper Lig,2 ,3 ,Right ,188,73 ,Normal,Med,Med,2016-09-21,N\A,285,173,458,0.01,0.01,0.02,0,0.06,0.09,0.01,0.02,25-02-1989
Stearman,350,72,Wolves,CB,England,EFL Championship,2 ,3 ,Right ,191,76 ,Normal,Med,Low,2016-09-21,N\A,147,300,447,0.04,0.02,0,0.02,0.12,0.07,0.03,0.02,19-08-1987
Bialkowski,700,72,Ipswich Town,GK,Poland,EFL Championship,1 ,3 ,Right ,193,82 ,Normal,Med,Med,2016-09-21,N\A,569,550,1119,0,0.01,0,0,0,0,0,0,06-07-1987
Carlitos,350,72,FC Sion,LM,Portugal,Raiffeisen SL,4 ,4 ,Right ,176,73 ,Normal,Low,High,2016-09-21,N\A,118,48,166,0.14,0.04,0.17,0.08,0.03,0.08,0.01,0,06-09-1982
Molina,350,72,Indep. Medellín,CAM,Colombia,Liga Dimayor,3 ,2 ,Left ,176,66 ,Normal,Low,Med,2016-09-21,N\A,232,156,388,0.17,0.15,0.16,0.15,0.02,0.04,0,0,30-04-1980
Braafheid,600,72,FC Utrecht,LB,Netherlands,Eredivisie,3 ,3 ,Left ,180,76 ,Normal,Med,High,2016-09-21,N\A,313,117,430,0.01,0,0.05,0.05,0.05,0.03,0.01,0.01,08-04-1983
Stoppelkamp,200,72,Karlsruher SC,LM,Germany,Bundesliga 2,3 ,3 ,Right ,180,75 ,Normal,Med,High,2016-09-21,N\A,139,10,149,0.11,0.1,0.11,0.1,0.06,0.1,0,0,11-12-1986
Carson,250,72,Derby County,GK,England,EFL Championship,1 ,4 ,Right ,189,88 ,Normal,Med,Med,2016-09-21,N\A,214,"1,132",1346,0,0.01,0,0,0.01,0,0,0,03-09-1985
Álvarez,350,72,Racing Club,LB,Argentina,Primera División,2 ,3 ,Right ,177,82 ,Normal,Med,Med,2016-09-21,N\A,324,100,424,0.02,0,0.03,0.02,0.03,0.04,0.01,0,17-04-1984
Carranza,350,72,Colón,GK,Argentina,Primera División,1 ,3 ,Right ,185,87 ,Normal,Med,Med,2016-09-21,N\A,195,75,270,0.01,0,0,0,0,0,0,0,07-05-1981
Bustamante,200,72,Depor. Iquique,CAM,Argentina,Camp. Scotiabank,3 ,3 ,Right ,170,67 ,Normal,Low,Med,2016-09-21,N\A,30,34,64,0.2,0.35,0.1,0.68,0.03,0.03,0,0,11-12-1985
Janssen,700,72,FC Utrecht,CM,Netherlands,Eredivisie,2 ,4 ,Right ,186,75 ,Normal,High,Med,2016-09-21,N\A,344,2,346,0.13,0,0.13,0,0.05,0,0,0,04-07-1986
Léo Matos,600,72,PAOK,LB,Brazil,Hellas Liga,2 ,3 ,Right ,182,77 ,Normal,Med,High,2016-09-21,N\A,"1,039",664,1703,0.02,0.02,0.05,0.05,0.04,0.03,0.01,0,02-04-1986
Hämäläinen,200,72,Legia Warszawa,CAM,Finland,Ekstraklasa,3 ,3 ,Right ,187,74 ,Normal,Med,Med,2016-09-21,N\A,318,147,465,0.25,0.31,0.24,0.45,0.02,0.06,0,0.01,08-08-1986
Kobin,450,72,FC Shakhtar,RB,Ukraine,Ukrayina Liha,2 ,3 ,Right ,179,74 ,Normal,High,Med,2016-09-21,N\A,368,198,566,0.01,0.02,0.03,0.05,0.05,0.03,0.01,0,24-05-1985
Viera,200,72,Junior FC,GK,Uruguay,Liga Dimayor,1 ,3 ,Right ,185,82 ,Normal,Med,Med,2016-09-21,N\A,91,53,144,0,0,0,0,0,0,0,0,07-03-1983
Clerc,900,72,GFC Ajaccio,RB,France,Domino's Ligue 2,2 ,3 ,Right ,186,77 ,Normal,Med,Med,2016-09-21,N\A,384,175,559,0.01,0.01,0.04,0.02,0.05,0.03,0,0.01,18-04-1983
Culio,2400,72,RCD Mallorca,CM,Argentina,Liga Adelante,3 ,4 ,Left ,176,75 ,Normal,Med,Med,2016-09-21,N\A,219,74,293,0.16,0.14,0.17,0.14,0.06,0.05,0,0,30-08-1983
Víctor Casadesús,950,72,Levante UD,ST,Spain,Liga Adelante,3 ,4 ,Right ,180,80 ,Normal,Med,Med,2016-09-21,N\A,43,25,68,0.65,0.24,0.61,0.08,0.02,0,0,0,28-02-1985
Jones,350,72,Sheffield Wed,CM,England,EFL Championship,2 ,2 ,Left ,183,80 ,Normal,High,Med,2016-09-21,N\A,841,616,1457,0.12,0.09,0.18,0.14,0.03,0.04,0,0,04-11-1984
Berrier,800,72,KV Oostende,CAM,France,Pro League,3 ,4 ,Right ,175,65 ,Normal,Low,Med,2016-09-21,N\A,116,40,156,0.19,0.28,0.19,0.25,0.02,0.03,0,0,02-02-1984
Hoogland,350,72,VfL Bochum,CDM,Germany,Bundesliga 2,2 ,3 ,Right ,183,80 ,Normal,Med,Med,2016-09-21,N\A,329,74,403,0.09,0.08,0.09,0.07,0.06,0.01,0,0,11-06-1985
